id;control;cultivar;ano;Quantidade (Kg)
50;br_Martha;Martha;1997;9311
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1997;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1997;0
53;br_Niagara;Niagara;1997;30382883
54;br_NiagaraBranca;Niagara Branca;1997;0
55;br_NiagaraRosada;Niagara Rosada;1997;6321306
56;br_Poloske;Poloske;1997;0
57;br_Seleções;Seleções;1997;0
58;br_SeyveVillard;Seyve Villard;1997;0
59;br_SeyveVillard5276;Seyve Villard 5276;1997;0
60;br_SeyveVillard12375;Seyve Villard 12375;1997;2219710
61;br_TardiadeCaxias;Tardia de Caxias;1997;0
62;br_Outras;Outras(2);1997;17180
1;TINTAS;TINTAS;1998;242607184
2;ti_Bacarina;Bacarina;1998;0
3;ti_Bailey;Bailey;1998;0
4;ti_Bordo;Bordo;1998;34014727
5;ti_Bourdin (S);Bourdin (S);1998;7270
6;ti_BRSCarmen;BRS Carmen;1998;0
7;ti_BRSCora;BRS Cora;1998;0
8;ti_BRS Magna;BRS Magna;1998;0
9;ti_BRS Margot;BRS Margot;1998;0
10;ti_BRSMorena;BRS Morena;1998;0
29;ti_BRS Núbia ;BRS Núbia ;1998;0
11;ti_BRS Rúbea;BRS Rúbea;1998;0
12;ti_BRSVioleta;BRS Violeta;1998;0
13;ti_BRS Vitória;BRS Vitória;1998;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1998;0
16;ti_Coleções;Coleções;1998;0
17;ti_Concord;Concord;1998;21850423
18;ti_Concordclone30;Concord clone 30;1998;0
19;ti_Couderc;Couderc;1998;9098481
20;ti_Cynthiana(1);Cynthiana(1);1998;292590
21;ti_Herbemont;Herbemont;1998;17315058
22;ti_IAC138022;IAC 138022;1998;0
23;ti_Isabel;Isabel;1998;143410394
24;ti_IsabelPrecoce;Isabel Precoce;1998;0
25;ti_Jacquez;Jacquez;1998;2221138
26;ti_Kyoko;Kyoko;1998;0
27;ti_Landot;Landot;1998;0
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1998;0
29;ti_Oberlin;Oberlin;1998;2826
30;ti_Othello;Othello;1998;55456
31;ti_Paco;Paco;1998;0
32;ti_Patricia;Patricia;1998;0
33;ti_Seibel;Seibel;1998;14338821
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1998;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1998;0
36;ti_Vênus;Vênus;1998;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1998;25221416
38;br_Baco;Baco;1998;1012
39;br_Bokay;Bokay;1998;0
40;br_BRS Bibiana ;BRS Bibiana ;1998;0
41;br_BRSClara;BRS Clara;1998;0
42;br_BRSLorena;BRS Lorena;1998;0
43;br_Couderc13;Couderc 13;1998;2598439
44;br_Delaware;Delaware;1998;0
45;br_DonaZillá;Dona Zillá;1998;0
46;br_DutChess;Dut Chess;1998;16342
47;br_Goethe;Goethe;1998;322158
48;br_IAC;IAC;1998;0
49;br_Juliana;Juliana;1998;0
50;br_Martha;Martha;1998;4307
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1998;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1998;0
53;br_Niagara;Niagara;1998;16338939
54;br_NiagaraBranca;Niagara Branca;1998;0
55;br_NiagaraRosada;Niagara Rosada;1998;4312102
56;br_Poloske;Poloske;1998;0
57;br_Seleções;Seleções;1998;0
58;br_SeyveVillard;Seyve Villard;1998;1564884
59;br_SeyveVillard5276;Seyve Villard 5276;1998;0
60;br_SeyveVillard12375;Seyve Villard 12375;1998;63233
61;br_TardiadeCaxias;Tardia de Caxias;1998;0
62;br_Outras;Outras(2);1998;0
1;TINTAS;TINTAS;1999;327487348
2;ti_Bacarina;Bacarina;1999;0
3;ti_Bailey;Bailey;1999;0
4;ti_Bordo;Bordo;1999;40736069
5;ti_Bourdin (S);Bourdin (S);1999;0
6;ti_BRSCarmen;BRS Carmen;1999;0
7;ti_BRSCora;BRS Cora;1999;0
8;ti_BRS Magna;BRS Magna;1999;0
9;ti_BRS Margot;BRS Margot;1999;0
10;ti_BRSMorena;BRS Morena;1999;0
29;ti_BRS Núbia ;BRS Núbia ;1999;0
11;ti_BRS Rúbea;BRS Rúbea;1999;0
12;ti_BRSVioleta;BRS Violeta;1999;0
13;ti_BRS Vitória;BRS Vitória;1999;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1999;0
16;ti_Coleções;Coleções;1999;0
17;ti_Concord;Concord;1999;21225797
18;ti_Concordclone30;Concord clone 30;1999;0
19;ti_Couderc;Couderc;1999;15235782
20;ti_Cynthiana(1);Cynthiana(1);1999;501809
21;ti_Herbemont;Herbemont;1999;25009687
22;ti_IAC138022;IAC 138022;1999;0
23;ti_Isabel;Isabel;1999;195025199
24;ti_IsabelPrecoce;Isabel Precoce;1999;0
25;ti_Jacquez;Jacquez;1999;1735671
26;ti_Kyoko;Kyoko;1999;0
27;ti_Landot;Landot;1999;0
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1999;0
29;ti_Oberlin;Oberlin;1999;0
30;ti_Othello;Othello;1999;70987
31;ti_Paco;Paco;1999;0
32;ti_Patricia;Patricia;1999;0
33;ti_Seibel;Seibel;1999;27946347
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1999;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1999;0
36;ti_Vênus;Vênus;1999;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1999;41020063
38;br_Baco;Baco;1999;106
39;br_Bokay;Bokay;1999;0
40;br_BRS Bibiana ;BRS Bibiana ;1999;0
41;br_BRSClara;BRS Clara;1999;0
42;br_BRSLorena;BRS Lorena;1999;0
43;br_Couderc13;Couderc 13;1999;4524048
44;br_Delaware;Delaware;1999;0
45;br_DonaZillá;Dona Zillá;1999;0
46;br_DutChess;Dut Chess;1999;15706
47;br_Goethe;Goethe;1999;318742
48;br_IAC;IAC;1999;0
49;br_Juliana;Juliana;1999;0
50;br_Martha;Martha;1999;5128
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1999;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1999;51522
53;br_Niagara;Niagara;1999;1467529
54;br_NiagaraBranca;Niagara Branca;1999;26743235
55;br_NiagaraRosada;Niagara Rosada;1999;5387168
56;br_Poloske;Poloske;1999;0
57;br_Seleções;Seleções;1999;0
58;br_SeyveVillard;Seyve Villard;1999;1741794
59;br_SeyveVillard5276;Seyve Villard 5276;1999;0
60;br_SeyveVillard12375;Seyve Villard 12375;1999;426691
61;br_TardiadeCaxias;Tardia de Caxias;1999;0
62;br_Outras;Outras(2);1999;338394
1;TINTAS;TINTAS;2000;397963584
2;ti_Bacarina;Bacarina;2000;0
3;ti_Bailey;Bailey;2000;0
4;ti_Bordo;Bordo;2000;52382471
5;ti_Bourdin (S);Bourdin (S);2000;0
6;ti_BRSCarmen;BRS Carmen;2000;0
7;ti_BRSCora;BRS Cora;2000;0
8;ti_BRS Magna;BRS Magna;2000;0
9;ti_BRS Margot;BRS Margot;2000;0
10;ti_BRSMorena;BRS Morena;2000;0
29;ti_BRS Núbia ;BRS Núbia ;2000;0
11;ti_BRS Rúbea;BRS Rúbea;2000;6716
12;ti_BRSVioleta;BRS Violeta;2000;0
13;ti_BRS Vitória;BRS Vitória;2000;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);2000;0
16;ti_Coleções;Coleções;2000;0
17;ti_Concord;Concord;2000;30977892
18;ti_Concordclone30;Concord clone 30;2000;0
19;ti_Couderc;Couderc;2000;18482712
20;ti_Cynthiana(1);Cynthiana(1);2000;655439
21;ti_Herbemont;Herbemont;2000;25932525
22;ti_IAC138022;IAC 138022;2000;0
23;ti_Isabel;Isabel;2000;237507385
24;ti_IsabelPrecoce;Isabel Precoce;2000;0
25;ti_Jacquez;Jacquez;2000;0
26;ti_Kyoko;Kyoko;2000;0
27;ti_Landot;Landot;2000;223
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;2000;0
29;ti_Oberlin;Oberlin;2000;4380
30;ti_Othello;Othello;2000;80659
31;ti_Paco;Paco;2000;0
32;ti_Patricia;Patricia;2000;0
33;ti_Seibel;Seibel;2000;31253537
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);2000;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);2000;679645
36;ti_Vênus;Vênus;2000;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;2000;49381965
38;br_Baco;Baco;2000;0
39;br_Bokay;Bokay;2000;0
40;br_BRS Bibiana ;BRS Bibiana ;2000;0
41;br_BRSClara;BRS Clara;2000;0
42;br_BRSLorena;BRS Lorena;2000;0
43;br_Couderc13;Couderc 13;2000;6123476
44;br_Delaware;Delaware;2000;0
45;br_DonaZillá;Dona Zillá;2000;89841
46;br_DutChess;Dut Chess;2000;0
47;br_Goethe;Goethe;2000;501930
48;br_IAC;IAC;2000;0
49;br_Juliana;Juliana;2000;0
50;br_Martha;Martha;2000;10397
51;br_Mistura de uvas americanas;Mistura de uvas americanas;2000;0
52;br_MoscatoEmbrapa;Moscato Embrapa;2000;73931
53;br_Niagara;Niagara;2000;0
54;br_NiagaraBranca;Niagara Branca;2000;29969046
55;br_NiagaraRosada;Niagara Rosada;2000;10125596
56;br_Poloske;Poloske;2000;0
57;br_Seleções;Seleções;2000;0
58;br_SeyveVillard;Seyve Villard;2000;982857
59;br_SeyveVillard5276;Seyve Villard 5276;2000;0
60;br_SeyveVillard12375;Seyve Villard 12375;2000;1447387
61;br_TardiadeCaxias;Tardia de Caxias;2000;0
62;br_Outras;Outras(2);2000;57504
1;TINTAS;TINTAS;2001;324932786
2;ti_Bacarina;Bacarina;2001;0
3;ti_Bailey;Bailey;2001;425674
4;ti_Bordo;Bordo;2001;42098781
5;ti_Bourdin (S);Bourdin (S);2001;0
6;ti_BRSCarmen;BRS Carmen;2001;0
7;ti_BRSCora;BRS Cora;2001;0
8;ti_BRS Magna;BRS Magna;2001;0
9;ti_BRS Margot;BRS Margot;2001;0
10;ti_BRSMorena;BRS Morena;2001;0
29;ti_BRS Núbia ;BRS Núbia ;2001;0
11;ti_BRS Rúbea;BRS Rúbea;2001;32167
12;ti_BRSVioleta;BRS Violeta;2001;0
13;ti_BRS Vitória;BRS Vitória;2001;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);2001;0
16;ti_Coleções;Coleções;2001;0
17;ti_Concord;Concord;2001;32948855
18;ti_Concordclone30;Concord clone 30;2001;0
19;ti_Couderc;Couderc;2001;17623308
20;ti_Cynthiana(1);Cynthiana(1);2001;788473
21;ti_Herbemont;Herbemont;2001;17762997
22;ti_IAC138022;IAC 138022;2001;0
23;ti_Isabel;Isabel;2001;188547951
24;ti_IsabelPrecoce;Isabel Precoce;2001;0
25;ti_Jacquez;Jacquez;2001;0
26;ti_Kyoko;Kyoko;2001;0
27;ti_Landot;Landot;2001;1585
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;2001;0
29;ti_Oberlin;Oberlin;2001;0
30;ti_Othello;Othello;2001;155060
31;ti_Paco;Paco;2001;0
32;ti_Patricia;Patricia;2001;0
33;ti_Seibel;Seibel;2001;20842760
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);2001;2842841
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);2001;862334
36;ti_Vênus;Vênus;2001;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;2001;61332258
38;br_Baco;Baco;2001;0
39;br_Bokay;Bokay;2001;0
40;br_BRS Bibiana ;BRS Bibiana ;2001;0
41;br_BRSClara;BRS Clara;2001;0
42;br_BRSLorena;BRS Lorena;2001;0
43;br_Couderc13;Couderc 13;2001;7809061
44;br_Delaware;Delaware;2001;0
45;br_DonaZillá;Dona Zillá;2001;251529
46;br_DutChess;Dut Chess;2001;0
47;br_Goethe;Goethe;2001;379003
48;br_IAC;IAC;2001;0
49;br_Juliana;Juliana;2001;0
50;br_Martha;Martha;2001;16353
51;br_Mistura de uvas americanas;Mistura de uvas americanas;2001;0
52;br_MoscatoEmbrapa;Moscato Embrapa;2001;875554
53;br_Niagara;Niagara;2001;0
54;br_NiagaraBranca;Niagara Branca;2001;34145485
55;br_NiagaraRosada;Niagara Rosada;2001;16150486
56;br_Poloske;Poloske;2001;0
57;br_Seleções;Seleções;2001;0
58;br_SeyveVillard;Seyve Villard;2001;726630
59;br_SeyveVillard5276;Seyve Villard 5276;2001;0
60;br_SeyveVillard12375;Seyve Villard 12375;2001;936740
61;br_TardiadeCaxias;Tardia de Caxias;2001;25735
62;br_Outras;Outras(2);2001;15682
1;TINTAS;TINTAS;2002;369274630
2;ti_Bacarina;Bacarina;2002;18100
3;ti_Bailey;Bailey;2002;12421
4;ti_Bordo;Bordo;2002;54989827
5;ti_Bourdin (S);Bourdin (S);2002;0
6;ti_BRSCarmen;BRS Carmen;2002;0
7;ti_BRSCora;BRS Cora;2002;0
8;ti_BRS Magna;BRS Magna;2002;0
9;ti_BRS Margot;BRS Margot;2002;0
10;ti_BRSMorena;BRS Morena;2002;0
29;ti_BRS Núbia ;BRS Núbia ;2002;0
11;ti_BRS Rúbea;BRS Rúbea;2002;68948
12;ti_BRSVioleta;BRS Violeta;2002;0
13;ti_BRS Vitória;BRS Vitória;2002;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);2002;5905
16;ti_Coleções;Coleções;2002;490
17;ti_Concord;Concord;2002;34686034
18;ti_Concordclone30;Concord clone 30;2002;0
19;ti_Couderc;Couderc;2002;20199921
20;ti_Cynthiana(1);Cynthiana(1);2002;741160
21;ti_Herbemont;Herbemont;2002;15343264
22;ti_IAC138022;IAC 138022;2002;0
23;ti_Isabel;Isabel;2002;211737269
24;ti_IsabelPrecoce;Isabel Precoce;2002;0
25;ti_Jacquez;Jacquez;2002;24008333
26;ti_Kyoko;Kyoko;2002;0
27;ti_Landot;Landot;2002;0
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;2002;0
29;ti_Oberlin;Oberlin;2002;2610
30;ti_Othello;Othello;2002;0
31;ti_Paco;Paco;2002;0
32;ti_Patricia;Patricia;2002;0
33;ti_Seibel;Seibel;2002;4101
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);2002;6693445
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);2002;762802
36;ti_Vênus;Vênus;2002;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;2002;57315866
38;br_Baco;Baco;2002;155
39;br_Bokay;Bokay;2002;0
40;br_BRS Bibiana ;BRS Bibiana ;2002;0
41;br_BRSClara;BRS Clara;2002;0
42;br_BRSLorena;BRS Lorena;2002;0
43;br_Couderc13;Couderc 13;2002;7605912
44;br_Delaware;Delaware;2002;5360
45;br_DonaZillá;Dona Zillá;2002;83222
46;br_DutChess;Dut Chess;2002;0
47;br_Goethe;Goethe;2002;463452
48;br_IAC;IAC;2002;0
49;br_Juliana;Juliana;2002;0
50;br_Martha;Martha;2002;15890
51;br_Mistura de uvas americanas;Mistura de uvas americanas;2002;0
52;br_MoscatoEmbrapa;Moscato Embrapa;2002;1149812
53;br_Niagara;Niagara;2002;0
54;br_NiagaraBranca;Niagara Branca;2002;36195634
55;br_NiagaraRosada;Niagara Rosada;2002;10417448
56;br_Poloske;Poloske;2002;0
57;br_Seleções;Seleções;2002;0
58;br_SeyveVillard;Seyve Villard;2002;423282
59;br_SeyveVillard5276;Seyve Villard 5276;2002;0
60;br_SeyveVillard12375;Seyve Villard 12375;2002;867152
61;br_TardiadeCaxias;Tardia de Caxias;2002;19580
62;br_Outras;Outras(2);2002;68967
1;TINTAS;TINTAS;2003;286752289
2;ti_Bacarina;Bacarina;2003;15505
3;ti_Bailey;Bailey;2003;7917
4;ti_Bordo;Bordo;2003;39213494
5;ti_Bourdin (S);Bourdin (S);2003;0
6;ti_BRSCarmen;BRS Carmen;2003;0
7;ti_BRSCora;BRS Cora;2003;0
8;ti_BRS Magna;BRS Magna;2003;0
9;ti_BRS Margot;BRS Margot;2003;0
10;ti_BRSMorena;BRS Morena;2003;0
29;ti_BRS Núbia ;BRS Núbia ;2003;0
11;ti_BRS Rúbea;BRS Rúbea;2003;74254
12;ti_BRSVioleta;BRS Violeta;2003;0
13;ti_BRS Vitória;BRS Vitória;2003;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);2003;26979
16;ti_Coleções;Coleções;2003;0
17;ti_Concord;Concord;2003;27455055
18;ti_Concordclone30;Concord clone 30;2003;0
19;ti_Couderc;Couderc;2003;22395538
20;ti_Cynthiana(1);Cynthiana(1);2003;809515
21;ti_Herbemont;Herbemont;2003;17060345
22;ti_IAC138022;IAC 138022;2003;0
23;ti_Isabel;Isabel;2003;151317201
24;ti_IsabelPrecoce;Isabel Precoce;2003;0
25;ti_Jacquez;Jacquez;2003;20945416
26;ti_Kyoko;Kyoko;2003;0
27;ti_Landot;Landot;2003;0
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;2003;0
29;ti_Oberlin;Oberlin;2003;2230
30;ti_Othello;Othello;2003;0
31;ti_Paco;Paco;2003;0
32;ti_Patricia;Patricia;2003;0
33;ti_Seibel;Seibel;2003;2550
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);2003;6423177
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);2003;1003113
36;ti_Vênus;Vênus;2003;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;2003;53156823
38;br_Baco;Baco;2003;0
39;br_Bokay;Bokay;2003;0
40;br_BRS Bibiana ;BRS Bibiana ;2003;0
41;br_BRSClara;BRS Clara;2003;0
42;br_BRSLorena;BRS Lorena;2003;0
43;br_Couderc13;Couderc 13;2003;8908218
44;br_Delaware;Delaware;2003;0
45;br_DonaZillá;Dona Zillá;2003;105665
46;br_DutChess;Dut Chess;2003;0
47;br_Goethe;Goethe;2003;246111
48;br_IAC;IAC;2003;0
49;br_Juliana;Juliana;2003;0
50;br_Martha;Martha;2003;8845
51;br_Mistura de uvas americanas;Mistura de uvas americanas;2003;0
52;br_MoscatoEmbrapa;Moscato Embrapa;2003;1445602
53;br_Niagara;Niagara;2003;0
54;br_NiagaraBranca;Niagara Branca;2003;31185522
55;br_NiagaraRosada;Niagara Rosada;2003;9527834
56;br_Poloske;Poloske;2003;0
57;br_Seleções;Seleções;2003;0
58;br_SeyveVillard;Seyve Villard;2003;994378
59;br_SeyveVillard5276;Seyve Villard 5276;2003;0
60;br_SeyveVillard12375;Seyve Villard 12375;2003;0
61;br_TardiadeCaxias;Tardia de Caxias;2003;23276
62;br_Outras;Outras(2);2003;711372
1;TINTAS;TINTAS;2004;447942704
2;ti_Bacarina;Bacarina;2004;17570
3;ti_Bailey;Bailey;2004;35614
4;ti_Bordo;Bordo;2004;70888283
5;ti_Bourdin (S);Bourdin (S);2004;0
6;ti_BRSCarmen;BRS Carmen;2004;0
7;ti_BRSCora;BRS Cora;2004;0
8;ti_BRS Magna;BRS Magna;2004;0
9;ti_BRS Margot;BRS Margot;2004;0
10;ti_BRSMorena;BRS Morena;2004;0
29;ti_BRS Núbia ;BRS Núbia ;2004;0
11;ti_BRS Rúbea;BRS Rúbea;2004;230237
12;ti_BRSVioleta;BRS Violeta;2004;0
13;ti_BRS Vitória;BRS Vitória;2004;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);2004;23144
16;ti_Coleções;Coleções;2004;5386
17;ti_Concord;Concord;2004;36107207
18;ti_Concordclone30;Concord clone 30;2004;0
19;ti_Couderc;Couderc;2004;30938797
20;ti_Cynthiana(1);Cynthiana(1);2004;1093197
21;ti_Herbemont;Herbemont;2004;18289740
22;ti_IAC138022;IAC 138022;2004;0
23;ti_Isabel;Isabel;2004;245112515
24;ti_IsabelPrecoce;Isabel Precoce;2004;0
25;ti_Jacquez;Jacquez;2004;31496317
26;ti_Kyoko;Kyoko;2004;0
27;ti_Landot;Landot;2004;0
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;2004;0
29;ti_Oberlin;Oberlin;2004;4470
30;ti_Othello;Othello;2004;0
31;ti_Paco;Paco;2004;0
32;ti_Patricia;Patricia;2004;0
33;ti_Seibel;Seibel;2004;6249764
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);2004;6330118
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);2004;1120345
36;ti_Vênus;Vênus;2004;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;2004;68479972
38;br_Baco;Baco;2004;0
39;br_Bokay;Bokay;2004;0
40;br_BRS Bibiana ;BRS Bibiana ;2004;0
41;br_BRSClara;BRS Clara;2004;0
42;br_BRSLorena;BRS Lorena;2004;151131
43;br_Couderc13;Couderc 13;2004;9332646
44;br_Delaware;Delaware;2004;0
45;br_DonaZillá;Dona Zillá;2004;51939
46;br_DutChess;Dut Chess;2004;0
47;br_Goethe;Goethe;2004;514160
48;br_IAC;IAC;2004;0
49;br_Juliana;Juliana;2004;0
50;br_Martha;Martha;2004;17610
51;br_Mistura de uvas americanas;Mistura de uvas americanas;2004;0
52;br_MoscatoEmbrapa;Moscato Embrapa;2004;2328928
53;br_Niagara;Niagara;2004;0
54;br_NiagaraBranca;Niagara Branca;2004;41747941
55;br_NiagaraRosada;Niagara Rosada;2004;12632861
56;br_Poloske;Poloske;2004;0
57;br_Seleções;Seleções;2004;0
58;br_SeyveVillard;Seyve Villard;2004;1029919
59;br_SeyveVillard5276;Seyve Villard 5276;2004;661492
60;br_SeyveVillard12375;Seyve Villard 12375;2004;0
61;br_TardiadeCaxias;Tardia de Caxias;2004;11345
62;br_Outras;Outras(2);2004;0
1;TINTAS;TINTAS;2005;359381282
2;ti_Bacarina;Bacarina;2005;21520
3;ti_Bailey;Bailey;2005;66503
4;ti_Bordo;Bordo;2005;64174362
5;ti_Bourdin (S);Bourdin (S);2005;0
6;ti_BRSCarmen;BRS Carmen;2005;0
7;ti_BRSCora;BRS Cora;2005;0
8;ti_BRS Magna;BRS Magna;2005;0
9;ti_BRS Margot;BRS Margot;2005;0
10;ti_BRSMorena;BRS Morena;2005;0
29;ti_BRS Núbia ;BRS Núbia ;2005;0
11;ti_BRS Rúbea;BRS Rúbea;2005;308905
12;ti_BRSVioleta;BRS Violeta;2005;0
13;ti_BRS Vitória;BRS Vitória;2005;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);2005;5643
16;ti_Coleções;Coleções;2005;10905
17;ti_Concord;Concord;2005;37460265
18;ti_Concordclone30;Concord clone 30;2005;0
19;ti_Couderc;Couderc;2005;25596933
20;ti_Cynthiana(1);Cynthiana(1);2005;977034
21;ti_Herbemont;Herbemont;2005;14772530
22;ti_IAC138022;IAC 138022;2005;0
23;ti_Isabel;Isabel;2005;185966788
24;ti_IsabelPrecoce;Isabel Precoce;2005;0
25;ti_Jacquez;Jacquez;2005;20571911
26;ti_Kyoko;Kyoko;2005;0
27;ti_Landot;Landot;2005;0
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;2005;0
29;ti_Oberlin;Oberlin;2005;2855
30;ti_Othello;Othello;2005;0
31;ti_Paco;Paco;2005;0
32;ti_Patricia;Patricia;2005;14864
33;ti_Seibel;Seibel;2005;5824509
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);2005;2559450
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);2005;1032585
36;ti_Vênus;Vênus;2005;13720
37;BRANCASEROSADAS;BRANCAS E ROSADAS;2005;63289135
38;br_Baco;Baco;2005;0
39;br_Bokay;Bokay;2005;0
40;br_BRS Bibiana ;BRS Bibiana ;2005;0
41;br_BRSClara;BRS Clara;2005;0
42;br_BRSLorena;BRS Lorena;2005;565303
43;br_Couderc13;Couderc 13;2005;7870793
44;br_Delaware;Delaware;2005;0
45;br_DonaZillá;Dona Zillá;2005;46844
46;br_DutChess;Dut Chess;2005;0
47;br_Goethe;Goethe;2005;522887
48;br_IAC;IAC;2005;0
49;br_Juliana;Juliana;2005;0
50;br_Martha;Martha;2005;10060
51;br_Mistura de uvas americanas;Mistura de uvas americanas;2005;0
52;br_MoscatoEmbrapa;Moscato Embrapa;2005;2813056
53;br_Niagara;Niagara;2005;0
54;br_NiagaraBranca;Niagara Branca;2005;37394435
55;br_NiagaraRosada;Niagara Rosada;2005;12605714
56;br_Poloske;Poloske;2005;0
57;br_Seleções;Seleções;2005;0
58;br_SeyveVillard;Seyve Villard;2005;952715
59;br_SeyveVillard5276;Seyve Villard 5276;2005;494908
60;br_SeyveVillard12375;Seyve Villard 12375;2005;0
61;br_TardiadeCaxias;Tardia de Caxias;2005;12420
62;br_Outras;Outras(2);2005;0
1;TINTAS;TINTAS;2006;310671646
2;ti_Bacarina;Bacarina;2006;11545
3;ti_Bailey;Bailey;2006;94805
4;ti_Bordo;Bordo;2006;54568468
5;ti_Bourdin (S);Bourdin (S);2006;0
6;ti_BRSCarmen;BRS Carmen;2006;0
7;ti_BRSCora;BRS Cora;2006;0
8;ti_BRS Magna;BRS Magna;2006;0
9;ti_BRS Margot;BRS Margot;2006;0
10;ti_BRSMorena;BRS Morena;2006;0
29;ti_BRS Núbia ;BRS Núbia ;2006;0
11;ti_BRS Rúbea;BRS Rúbea;2006;366671
12;ti_BRSVioleta;BRS Violeta;2006;0
13;ti_BRS Vitória;BRS Vitória;2006;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);2006;10848
16;ti_Coleções;Coleções;2006;13311
17;ti_Concord;Concord;2006;26526274
18;ti_Concordclone30;Concord clone 30;2006;0
19;ti_Couderc;Couderc;2006;23869435
20;ti_Cynthiana(1);Cynthiana(1);2006;932587
21;ti_Herbemont;Herbemont;2006;11490495
22;ti_IAC138022;IAC 138022;2006;0
23;ti_Isabel;Isabel;2006;163125701
24;ti_IsabelPrecoce;Isabel Precoce;2006;8140
25;ti_Jacquez;Jacquez;2006;21500205
26;ti_Kyoko;Kyoko;2006;0
27;ti_Landot;Landot;2006;0
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;2006;0
29;ti_Oberlin;Oberlin;2006;952
30;ti_Othello;Othello;2006;0
31;ti_Paco;Paco;2006;0
32;ti_Patricia;Patricia;2006;20310
33;ti_Seibel;Seibel;2006;4764595
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);2006;2417681
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);2006;949623
36;ti_Vênus;Vênus;2006;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;2006;56411010
38;br_Baco;Baco;2006;28300
39;br_Bokay;Bokay;2006;0
40;br_BRS Bibiana ;BRS Bibiana ;2006;0
41;br_BRSClara;BRS Clara;2006;0
42;br_BRSLorena;BRS Lorena;2006;1366570
43;br_Couderc13;Couderc 13;2006;7903159
44;br_Delaware;Delaware;2006;0
45;br_DonaZillá;Dona Zillá;2006;13660
46;br_DutChess;Dut Chess;2006;0
47;br_Goethe;Goethe;2006;491419
48;br_IAC;IAC;2006;0
49;br_Juliana;Juliana;2006;0
50;br_Martha;Martha;2006;9302
51;br_Mistura de uvas americanas;Mistura de uvas americanas;2006;0
52;br_MoscatoEmbrapa;Moscato Embrapa;2006;4274628
53;br_Niagara;Niagara;2006;0
54;br_NiagaraBranca;Niagara Branca;2006;32398672
55;br_NiagaraRosada;Niagara Rosada;2006;8736346
56;br_Poloske;Poloske;2006;0
57;br_Seleções;Seleções;2006;2360
58;br_SeyveVillard;Seyve Villard;2006;915917
59;br_SeyveVillard5276;Seyve Villard 5276;2006;260294
60;br_SeyveVillard12375;Seyve Villard 12375;2006;0
61;br_TardiadeCaxias;Tardia de Caxias;2006;10383
